seqnames	start	end	width	strand	peak	feature	feature.ranges.start	feature.ranges.end	feature.ranges.width	feature.strand	distance	insideFeature	distanceToSite	symbol
chr12	117175496	117175671	176	*	X10193	79794	117153596	117175843	22248	-	0	inside	171	C12orf49
chr12	117627881	117628045	165	*	X10200	23014	117581585	117628300	46716	-	0	inside	254	FBXO21
chr12	117800544	117800648	105	*	X10202	4842	117645947	117799607	153661	-	936	upstream	936	NOS1
chr12	117801309	117801413	105	*	X10203	4842	117645947	117799607	153661	-	1701	upstream	1701	NOS1
chr12	118407030	118407115	86	*	X10216	283455	117890817	118406028	515212	-	1001	upstream	1001	KSR2
chr12	118454691	118454885	195	*	X10217	5985	118454506	118470042	15537	+	0	inside	184	RFC5
chr12	118498646	118498780	135	*	X10223	55884	118470492	118498951	28460	-	0	inside	170	WSB2
chr12	118499078	118499932	855	*	X10224	55884	118470492	118498951	28460	-	126	upstream	126	WSB2
chr12	118500066	118500155	90	*	X10225	55884	118470492	118498951	28460	-	1114	upstream	1114	WSB2
chr12	118810989	118811027	39	*	X10231	51347	118587606	118810750	223145	-	238	upstream	238	TAOK3
chr12	119417905	119418024	120	*	X10238	84530	119419300	119600856	181557	+	1275	upstream	1275	SRRM4
chr12	119418524	119418688	165	*	X10239	84530	119419300	119600856	181557	+	611	upstream	611	SRRM4
chr12	119418820	119418909	90	*	X10240	84530	119419300	119600856	181557	+	390	upstream	390	SRRM4
chr12	119419229	119419333	105	*	X10241	84530	119419300	119600856	181557	+	0	overlapStart	0	SRRM4
chr12	119419457	119419606	150	*	X10242	84530	119419300	119600856	181557	+	0	inside	156	SRRM4
chr12	120031047	120031106	60	*	X10249	387890	120031264	120079363	48100	+	157	upstream	157	TMEM233
chr12	120554476	120554670	195	*	X10259	11021	120532899	120554643	21745	-	0	overlapStart	0	RAB35
chr12	120876060	120876164	105	*	X10274	1337	120875893	120878545	2653	+	0	inside	166	COX6A1
chr12	120907100	120907294	195	*	X10275	8655	120907660	120936298	28639	+	365	upstream	365	DYNLL1
chr12	120907100	120907294	195	*	X10275	8683	120899471	120907558	8088	-	0	inside	263	SRSF9
chr12	120933478	120933582	105	*	X10277	100506668	120928141	120933749	5609	-	0	inside	166	NRAV
chr12	120934123	120934257	135	*	X10278	100506668	120928141	120933749	5609	-	373	upstream	373	NRAV
chr12	120934793	120934872	80	*	X10279	100506668	120928141	120933749	5609	-	1043	upstream	1043	NRAV
chr12	120972273	120972377	105	*	X10280	9921	120972132	121015397	43266	+	0	inside	140	RNF10
chr12	121124894	121124998	105	*	X10283	9761	121124949	121139667	14719	+	0	overlapStart	0	MLEC
chr12	121148107	121148149	43	*	X10284	84747	121148238	121161443	13206	+	88	upstream	88	UNC119B
chr12	121342137	121342172	36	*	X10289	121665	121200313	121342155	141843	-	0	overlapStart	0	SPPL3
chr12	121570140	121570205	66	*	X10290	5027	121570622	121624354	53733	+	416	upstream	416	P2RX7
chr12	122018450	122018641	192	*	X10301	84678	121866900	122018920	152021	-	0	inside	278	KDM2B
chr12	122064587	122064691	105	*	X10302	84876	122064455	122079946	15492	+	0	inside	131	ORAI1
chr12	122111111	122111215	105	*	X10303	283385	122089293	122110537	21245	-	573	upstream	573	MORN3
chr12	122231709	122231828	120	*	X10308	54509	122215660	122231594	15935	-	114	upstream	114	RHOF
chr12	122232414	122232623	210	*	X10309	54509	122215660	122231594	15935	-	819	upstream	819	RHOF
chr12	122242506	122242688	183	*	X10310	23067	122242638	122270562	27925	+	0	overlapStart	0	SETD1B
chr12	122242506	122242688	183	*	X10310	338799	122233173	122241390	8218	-	1115	upstream	1115	LINC01089
chr12	122242794	122242928	135	*	X10311	23067	122242638	122270562	27925	+	0	inside	155	SETD1B
chr12	122242794	122242928	135	*	X10311	338799	122233173	122241390	8218	-	1403	upstream	1403	LINC01089
chr12	122243064	122243168	105	*	X10312	338799	122233173	122241390	8218	-	1673	upstream	1673	LINC01089
chr12	122326529	122326648	120	*	X10318	5715	122326637	122355771	29135	+	0	overlapStart	0	PSMD9
chr12	122326529	122326648	120	*	X10318	3242	122277433	122326517	49085	-	11	upstream	11	HPD
chr12	122750777	122750881	105	*	X10327	65082	122692209	122751068	58860	-	0	inside	186	VPS33A
chr12	122985727	122985846	120	*	X10329	55596	122956146	122985543	29398	-	183	upstream	183	ZCCHC8
chr12	123011133	123011252	120	*	X10330	9735	123011809	123110947	99139	+	556	upstream	556	KNTC1
chr12	123011773	123011797	25	*	X10331	9735	123011809	123110947	99139	+	11	upstream	11	KNTC1
chr12	123011773	123011797	25	*	X10331	65117	122989190	123011560	22371	-	212	upstream	212	RSRC2
chr12	123011918	123012007	90	*	X10332	9735	123011809	123110947	99139	+	0	inside	108	KNTC1
chr12	123011918	123012007	90	*	X10332	65117	122989190	123011560	22371	-	357	upstream	357	RSRC2
chr12	123236761	123236870	110	*	X10333	8562	123237371	123255953	18583	+	500	upstream	500	DENR
chr12	123236901	123237035	135	*	X10334	8562	123237371	123255953	18583	+	335	upstream	335	DENR
chr12	123237517	123237861	345	*	X10335	8562	123237371	123255953	18583	+	0	inside	145	DENR
chr12	123319544	123319895	352	*	X10336	9026	123319295	123347507	28213	+	0	inside	248	HIP1R
chr12	123458653	123458772	120	*	X10353	79676	123459354	123464588	5235	+	581	upstream	581	OGFOD2
chr12	123459087	123459206	120	*	X10354	79676	123459354	123464588	5235	+	147	upstream	147	OGFOD2
chr12	123464083	123464202	120	*	X10355	51329	123464880	123467460	2581	+	677	upstream	677	ARL6IP4
chr12	123716849	123716953	105	*	X10361	91574	123717844	123742506	24663	+	890	upstream	890	C12orf65
chr12	123717273	123717407	135	*	X10362	91574	123717844	123742506	24663	+	436	upstream	436	C12orf65
chr12	123717273	123717407	135	*	X10362	10198	123640946	123717658	76713	-	0	inside	250	MPHOSPH9
chr12	123718514	123718520	7	*	X10363	10198	123640946	123717658	76713	-	855	upstream	855	MPHOSPH9
chr12	123756831	123756935	105	*	X10370	8099	123745517	123756863	11347	-	0	overlapStart	0	CDK2AP1
chr12	123757026	123757130	105	*	X10371	8099	123745517	123756863	11347	-	162	upstream	162	CDK2AP1
chr12	123757236	123757415	180	*	X10372	8099	123745517	123756863	11347	-	372	upstream	372	CDK2AP1
chr12	123849330	123849539	210	*	X10373	55206	123773656	123849388	75733	-	0	overlapStart	0	SBNO1
chr12	123849680	123849784	105	*	X10374	55206	123773656	123849388	75733	-	291	upstream	291	SBNO1
chr12	123868820	123868969	150	*	X10375	387893	123868704	123893900	25197	+	0	inside	115	KMT5A
chr12	124019048	124019227	180	*	X10384	353116	123955909	124018265	62357	-	782	upstream	782	RILPL1
chr12	124019048	124019227	180	*	X10384	100500909	124020956	124021081	126	+	1728	upstream	1728	MIR3908
chr12	124457441	124457588	148	*	X10387	100533183	124457762	124800570	342809	+	173	upstream	173	ZNF664-RFLNA
chr12	124457441	124457588	148	*	X10387	144348	124457762	124499986	42225	+	173	upstream	173	ZNF664
chr12	124457441	124457588	148	*	X10387	80212	124420955	124457163	36209	-	277	upstream	277	CCDC92
chr12	124457721	124457755	35	*	X10388	100533183	124457762	124800570	342809	+	6	upstream	6	ZNF664-RFLNA
chr12	124457721	124457755	35	*	X10388	144348	124457762	124499986	42225	+	6	upstream	6	ZNF664
chr12	124457721	124457755	35	*	X10388	80212	124420955	124457163	36209	-	557	upstream	557	CCDC92
chr12	124457936	124458070	135	*	X10389	100533183	124457762	124800570	342809	+	0	inside	173	ZNF664-RFLNA
chr12	124457936	124458070	135	*	X10389	144348	124457762	124499986	42225	+	0	inside	173	ZNF664
chr12	124457936	124458070	135	*	X10389	80212	124420955	124457163	36209	-	772	upstream	772	CCDC92
chr12	125052234	125052264	31	*	X10474	9612	124808957	125052010	243054	-	223	upstream	223	NCOR2
chr12	125052882	125053001	120	*	X10475	9612	124808957	125052010	243054	-	871	upstream	871	NCOR2
chr12	125053047	125053271	225	*	X10476	9612	124808957	125052010	243054	-	1036	upstream	1036	NCOR2
chr12	125053587	125053676	90	*	X10477	9612	124808957	125052010	243054	-	1576	upstream	1576	NCOR2
chr12	125398593	125398669	77	*	X10503	100847004	125400093	125400205	113	+	1423	upstream	1423	MIR5188
chr12	125398760	125399029	270	*	X10504	100847004	125400093	125400205	113	+	1063	upstream	1063	MIR5188
chr12	125399585	125399734	150	*	X10505	100847004	125400093	125400205	113	+	358	upstream	358	MIR5188
chr12	125399585	125399734	150	*	X10505	7316	125396192	125399587	3396	-	0	overlapStart	0	UBC
chr12	125401177	125401281	105	*	X10506	7316	125396192	125399587	3396	-	1589	upstream	1589	UBC
chr12	125473266	125473415	150	*	X10509	57647	125431370	125473667	42298	-	0	inside	251	DHX37
chr12	125550001	125550003	3	*	X10512	65985	125549925	125627871	77947	+	0	inside	75	AACS
chr12	131200860	131200994	135	*	X10556	23504	130880681	131200826	320146	-	33	upstream	33	RIMBP2
chr12	131201460	131201579	120	*	X10557	23504	130880681	131200826	320146	-	633	upstream	633	RIMBP2
chr12	131323545	131323575	31	*	X10560	2054	131274145	131323819	49675	-	0	inside	243	STX2
chr12	131356021	131356393	373	*	X10561	5901	131356617	131360826	4210	+	223	upstream	223	RAN
chr12	131356816	131356905	90	*	X10562	5901	131356617	131360826	4210	+	0	inside	198	RAN
chr12	131436562	131436696	135	*	X10563	283383	131438452	131626008	187557	+	1755	upstream	1755	ADGRD1
chr12	131437957	131438061	105	*	X10564	283383	131438452	131626008	187557	+	390	upstream	390	ADGRD1
chr12	132379283	132379431	149	*	X10581	8408	132379279	132407707	28429	+	0	inside	3	ULK1
chr12	132413401	132413565	165	*	X10585	80324	132413745	132428406	14662	+	179	upstream	179	PUS1
chr12	132413589	132413606	18	*	X10586	80324	132413745	132428406	14662	+	138	upstream	138	PUS1
chr12	132414001	132414145	145	*	X10587	80324	132413745	132428406	14662	+	0	inside	255	PUS1
chr12	132434139	132434348	210	*	X10588	57634	132434465	132565011	130547	+	116	upstream	116	EP400
chr12	132568927	132569496	570	*	X10592	347918	132568828	132613429	44602	+	0	inside	98	EP400P1
chr12	132629239	132629255	17	*	X10593	79050	132628993	132636986	7994	+	0	inside	245	NOC4L
chr12	132629239	132629255	17	*	X10593	317781	132621140	132628880	7741	-	358	upstream	358	DDX51
chr12	133263490	133263503	14	*	X10598	5827	133264192	133281577	17386	+	688	upstream	688	PXMP2
chr12	133263490	133263503	14	*	X10598	192111	133264635	133299323	34689	+	1131	upstream	1131	PGAM5
chr12	133405717	133405821	105	*	X10600	2802	133345495	133405426	59932	-	290	upstream	290	GOLGA3
chr12	133463899	133464033	135	*	X10602	55743	133416938	133464204	47267	-	0	inside	170	CHFR
chr12	133532348	133532632	285	*	X10603	100289635	133498019	133532892	34874	-	0	inside	259	ZNF605
chr12	133532723	133532812	90	*	X10604	100289635	133498019	133532892	34874	-	0	inside	79	ZNF605
chr12	133706209	133706269	61	*	X10606	10795	133707213	133783697	76485	+	943	upstream	943	ZNF268
chr12	133706209	133706269	61	*	X10606	7556	133707213	133736049	28837	+	943	upstream	943	ZNF10
chr12	133706471	133706590	120	*	X10607	10795	133707213	133783697	76485	+	622	upstream	622	ZNF268
chr12	133706471	133706590	120	*	X10607	7556	133707213	133736049	28837	+	622	upstream	622	ZNF10
chr12	133707110	133707229	120	*	X10608	10795	133707213	133783697	76485	+	0	overlapStart	0	ZNF268
chr12	133707110	133707229	120	*	X10608	7556	133707213	133736049	28837	+	0	overlapStart	0	ZNF10
chr12	133707110	133707229	120	*	X10608	101060200	133696555	133707059	10505	-	50	upstream	50	ZNF891
chr13	20207368	20207633	266	*	X10609	54737	20207788	20247599	39812	+	154	upstream	154	MPHOSPH8
chr13	20532590	20532632	43	*	X10616	7750	20532810	20665968	133159	+	177	upstream	177	ZMYM2
chr13	20532920	20533024	105	*	X10617	7750	20532810	20665968	133159	+	0	inside	109	ZMYM2
chr13	21100034	21100258	225	*	X10622	51084	20977806	21100012	122207	-	21	upstream	21	CRYL1
chr13	21140852	21141256	405	*	X10623	8100	21141208	21265576	124369	+	0	overlapStart	0	IFT88
chr13	21348054	21348126	73	*	X10626	221143	21303073	21348095	45023	-	0	overlapStart	0	EEF1AKMT1
chr13	21477133	21477252	120	*	X10630	64328	21351468	21476913	125446	-	219	upstream	219	XPO4
chr13	22033427	22033464	38	*	X10635	253832	21946710	22033508	86799	-	0	inside	43	ZDHHC20
chr13	25087516	25087560	45	*	X10647	143	24995069	25086948	91880	-	567	upstream	567	PARP4
chr13	26828440	26828559	120	*	X10650	1024	26828756	26978569	149814	+	196	upstream	196	CDK8
chr13	26828650	26828769	120	*	X10651	1024	26828756	26978569	149814	+	0	overlapStart	0	CDK8
chr13	27745839	27746033	195	*	X10662	219333	27640287	27746033	105747	-	0	inside	0	USP12
chr13	28712363	28712707	345	*	X10666	255967	28712643	28869475	156833	+	0	overlapStart	0	PAN3
chr13	28713218	28713322	105	*	X10667	100288730	28710980	28713311	2332	-	0	overlapStart	0	PAN3-AS1
chr13	28713443	28713787	345	*	X10668	100288730	28710980	28713311	2332	-	131	upstream	131	PAN3-AS1
chr13	29233002	29233121	120	*	X10669	51371	29233141	29253093	19953	+	19	upstream	19	POMP
chr13	29293543	29293647	105	*	X10672	283537	29274218	29293150	18933	-	392	upstream	392	SLC46A3
chr13	30169776	30169825	50	*	X10673	6541	30083551	30169825	86275	-	0	inside	0	SLC7A1
chr13	30424410	30424544	135	*	X10675	5412	30338545	30424820	86276	-	0	inside	275	UBL3
chr13	30424867	30424986	120	*	X10676	5412	30338545	30424820	86276	-	46	upstream	46	UBL3
chr13	30881606	30881830	225	*	X10683	84056	30776767	30881624	104858	-	0	overlapStart	0	KATNAL1
chr13	31191694	31191798	105	*	X10695	10208	31191830	31233686	41857	+	31	upstream	31	USPL1
chr13	31191694	31191798	105	*	X10695	3146	31032879	31191510	158632	-	183	upstream	183	HMGB1
chr13	31192269	31192403	135	*	X10696	3146	31032879	31191510	158632	-	758	upstream	758	HMGB1
chr13	31773854	31773973	120	*	X10714	145173	31774112	31906411	132300	+	138	upstream	138	B3GLCT
chr13	32421142	32421187	46	*	X10722	196549	32420920	32533721	112802	+	0	inside	221	EEF1DP3
chr13	32889852	32890016	165	*	X10725	675	32889617	32973809	84193	+	0	inside	234	BRCA2
chr13	33002452	33002601	150	*	X10726	90634	32974860	33002315	27456	-	136	upstream	136	N4BP2L1
chr13	33113575	33113709	135	*	X10728	10443	33006930	33112936	106007	-	638	upstream	638	N4BP2L2
chr13	33160625	33160729	105	*	X10729	23047	33160564	33352158	191595	+	0	inside	60	PDS5B
chr13	37494581	37494654	74	*	X10762	4093	37418968	37494409	75442	-	171	upstream	171	SMAD9
chr13	37573054	37573188	135	*	X10764	11340	37574678	37583751	9074	+	1489	upstream	1489	EXOSC8
chr13	37574761	37574895	135	*	X10765	11340	37574678	37583751	9074	+	0	inside	82	EXOSC8
chr13	37574761	37574895	135	*	X10765	29880	37523908	37573504	49597	-	1256	upstream	1256	ALG5
chr13	37634009	37634113	105	*	X10766	55578	37583451	37633850	50400	-	158	upstream	158	SUPT20H
chr13	38923523	38923657	135	*	X10772	51569	38923942	38937143	13202	+	284	upstream	284	UFM1
chr13	40177459	40177578	120	*	X10773	10186	39917029	40177356	260328	-	102	upstream	102	LHFPL6
chr13	40177954	40178073	120	*	X10774	10186	39917029	40177356	260328	-	597	upstream	597	LHFPL6
chr13	41241188	41241224	37	*	X10781	2308	41048131	41240734	192604	-	453	upstream	453	FOXO1
chr13	41634565	41634654	90	*	X10783	11193	41635697	41658139	22443	+	1042	upstream	1042	WBP4
chr13	41837925	41838029	105	*	X10784	9617	41790516	41837742	47227	-	182	upstream	182	MTRF1
chr13	42535141	42535260	120	*	X10791	100507240	42535305	42555701	20397	+	44	upstream	44	VWA8-AS1
chr13	42535141	42535260	120	*	X10791	23078	42140961	42535221	394261	-	0	overlapStart	0	VWA8
chr13	42846256	42846356	101	*	X10800	11215	42846289	42897403	51115	+	0	overlapStart	0	AKAP11
chr13	44361113	44361232	120	*	X10814	55068	43787666	44361116	573451	-	0	overlapStart	0	ENOX1
chr13	44361827	44361878	52	*	X10815	55068	43787666	44361116	573451	-	710	upstream	710	ENOX1
chr13	44453258	44453407	150	*	X10818	144811	44453420	44468068	14649	+	12	upstream	12	LACC1
chr13	44453911	44454000	90	*	X10819	160857	44410489	44453826	43338	-	84	upstream	84	CCDC122
chr13	44946861	44946927	67	*	X10832	387923	44947978	44971850	23873	+	1050	upstream	1050	SERP2
chr13	44947151	44947270	120	*	X10833	387923	44947978	44971850	23873	+	707	upstream	707	SERP2
chr13	45151327	45151551	225	*	X10842	8848	45006279	45150701	144423	-	625	upstream	625	TSC22D1
chr13	45151698	45151952	255	*	X10843	8848	45006279	45150701	144423	-	996	upstream	996	TSC22D1
chr13	45563306	45563410	105	*	X10848	55425	45563687	45607743	44057	+	276	upstream	276	GPALPP1
chr13	45563306	45563410	105	*	X10848	26747	45513384	45563613	50230	-	0	inside	202	NUFIP1
chr13	45914801	45914875	75	*	X10853	100190939	45915480	45965618	50139	+	604	upstream	604	TPT1-AS1
chr13	45914996	45915145	150	*	X10854	100190939	45915480	45965618	50139	+	334	upstream	334	TPT1-AS1
chr13	45914996	45915145	150	*	X10854	7178	45911304	45915297	3994	-	0	inside	151	TPT1
chr13	45915506	45915685	180	*	X10855	100190939	45915480	45965618	50139	+	0	inside	25	TPT1-AS1
chr13	45915506	45915685	180	*	X10855	7178	45911304	45915297	3994	-	208	upstream	208	TPT1
chr13	46626456	46626545	90	*	X10858	100509894	46626983	46675482	48500	+	437	upstream	437	CPB2-AS1
chr13	47127283	47127401	119	*	X10860	23143	47127296	47327175	199880	+	0	overlapStart	0	LRCH1
chr13	47127503	47127562	60	*	X10861	23143	47127296	47327175	199880	+	0	inside	206	LRCH1
chr13	47371243	47371362	120	*	X10869	2098	47345391	47371367	25977	-	0	inside	4	ESD
chr13	48807156	48807177	22	*	X10877	9445	48807274	48836232	28959	+	96	upstream	96	ITM2B
chr13	48878382	48878441	60	*	X10878	100862704	48870649	48877797	7149	-	584	upstream	584	RB1-DT
chr13	50017733	50017867	135	*	X10889	83852	50018429	50069139	50711	+	561	upstream	561	SETDB2
chr13	50160110	50160229	120	*	X10891	55213	50106082	50159719	53638	-	390	upstream	390	RCBTB1
chr13	50366689	50366958	270	*	X10892	3839	50273443	50367057	93615	-	0	inside	98	KPNA3
chr13	50570388	50570507	120	*	X10893	10206	50571143	50592603	21461	+	635	upstream	635	TRIM13
chr13	50570738	50570872	135	*	X10894	10206	50571143	50592603	21461	+	270	upstream	270	TRIM13
chr13	50570738	50570872	135	*	X10894	100500908	50570551	50570637	87	-	100	upstream	100	MIR3613
chr13	50571305	50571484	180	*	X10895	10206	50571143	50592603	21461	+	0	inside	161	TRIM13
chr13	50571305	50571484	180	*	X10895	100500908	50570551	50570637	87	-	667	upstream	667	MIR3613
chr13	50655660	50655809	150	*	X10898	10301	50656414	51102670	446257	+	604	upstream	604	DLEU1
chr13	50656095	50656139	45	*	X10899	10301	50656414	51102670	446257	+	274	upstream	274	DLEU1
chr13	50699501	50699635	135	*	X10902	8847	50556688	50699677	142990	-	0	inside	41	DLEU2
chr13	50699666	50699800	135	*	X10903	8847	50556688	50699677	142990	-	0	overlapStart	0	DLEU2
chr13	52027441	52027660	220	*	X10917	26512	51935701	52027275	91575	-	165	upstream	165	INTS6
chr13	52027751	52027810	60	*	X10918	26512	51935701	52027275	91575	-	475	upstream	475	INTS6
chr13	52158490	52158579	90	*	X10921	115825	52158484	52336171	177688	+	0	inside	5	WDFY2
chr13	52378187	52378336	150	*	X10930	79758	52342129	52378298	36170	-	0	overlapStart	0	DHRS12
chr13	52586231	52586246	16	*	X10931	440138	52586523	52591849	5327	+	276	upstream	276	ALG11
chr13	52586231	52586246	16	*	X10931	9724	52586523	52607736	21214	+	276	upstream	276	UTP14C
chr13	52586231	52586246	16	*	X10931	540	52506806	52585630	78825	-	600	upstream	600	ATP7B
chr13	53029772	53029891	120	*	X10936	26586	53029495	53050763	21269	+	0	inside	276	CKAP2
chr13	72440876	72441100	225	*	X10961	1602	72012098	72441330	429233	-	0	inside	229	DACH1
chr13	72441161	72441280	120	*	X10962	1602	72012098	72441330	429233	-	0	inside	49	DACH1
chr13	72441551	72441670	120	*	X10963	1602	72012098	72441330	429233	-	220	upstream	220	DACH1
chr13	73301250	73301459	210	*	X10966	79866	73302042	73330328	28287	+	582	upstream	582	BORA
chr13	76056320	76056424	105	*	X10980	9882	75858809	76056250	197442	-	69	upstream	69	TBC1D4
chr13	76194574	76194663	90	*	X10983	4008	76194570	76434006	239437	+	0	inside	3	LMO7
chr13	77460815	77460908	94	*	X10994	115207	77454304	77460540	6237	-	274	upstream	274	KCTD12
chr13	77601342	77601446	105	*	X10998	26224	77579389	77601331	21943	-	10	upstream	10	FBXL3
chr13	77901010	77901174	165	*	X11000	23077	77618792	77901177	282386	-	0	inside	2	MYCBP2
chr13	79980029	79980163	135	*	X11004	100505538	79980444	79998468	18025	+	280	upstream	280	RBM26-AS1
chr13	79980029	79980163	135	*	X11004	64062	79894100	79979923	85824	-	105	upstream	105	RBM26
chr13	80055311	80055343	33	*	X11006	54602	80055259	80130212	74954	+	0	inside	51	NDFIP2
chr13	80055311	80055343	33	*	X11006	100874208	80051499	80055366	3868	-	0	inside	22	NDFIP2-AS1
chr13	80056079	80056140	62	*	X11007	100874208	80051499	80055366	3868	-	712	upstream	712	NDFIP2-AS1
chr13	92001037	92001351	315	*	X11021	406980	92002859	92003645	787	+	1507	upstream	1507	MIR19B1
chr13	95253588	95253621	34	*	X11034	160897	95254104	95286899	32796	+	482	upstream	482	GPR180
chr13	95953559	95953663	105	*	X11037	10257	95672083	95953687	281605	-	0	inside	23	ABCC4
chr13	96296827	96296915	89	*	X11039	22873	96230456	96296960	66505	-	0	inside	44	DZIP1
chr13	96328682	96328786	105	*	X11040	5611	96329393	96447243	117851	+	606	upstream	606	DNAJC3
chr13	98085629	98085804	176	*	X11059	5911	98086475	98120252	33778	+	670	upstream	670	RAP2A
chr13	98086395	98086498	104	*	X11060	5911	98086475	98120252	33778	+	0	overlapStart	0	RAP2A
chr13	98086589	98086708	120	*	X11061	5911	98086475	98120252	33778	+	0	inside	113	RAP2A
chr13	98859888	98860067	180	*	X11075	100422881	98860778	98860854	77	+	710	upstream	710	MIR3170
chr13	99853337	99853426	90	*	X11087	100289373	99848628	99853011	4384	-	325	upstream	325	UBAC2-AS1
chr13	100258957	100259010	54	*	X11093	171425	100258919	100549388	290470	+	0	inside	37	CLYBL
chr13	101327788	101327842	55	*	X11096	84899	101256090	101327103	71014	-	684	upstream	684	TMTC4
chr13	102069379	102069483	105	*	X11102	259232	101706130	102068843	362714	-	535	upstream	535	NALCN
chr13	103054868	103054987	120	*	X11129	2259	102373205	103054124	680920	-	743	upstream	743	FGF14
chr13	108519324	108519488	165	*	X11156	728215	107820879	108519460	698582	-	0	overlapStart	0	FAM155A
chr13	108519564	108519668	105	*	X11157	728215	107820879	108519460	698582	-	103	upstream	103	FAM155A
chr13	108871332	108871398	67	*	X11158	3981	108859792	108870716	10925	-	615	upstream	615	LIG4
chr13	110439349	110439603	255	*	X11179	8660	110406184	110438914	32731	-	434	upstream	434	IRS2
chr13	110439861	110439965	105	*	X11180	8660	110406184	110438914	32731	-	946	upstream	946	IRS2
chr13	110959977	110960141	165	*	X11188	1282	110801310	110959496	158187	-	480	upstream	480	COL4A1
chr13	110960892	110960996	105	*	X11189	1282	110801310	110959496	158187	-	1395	upstream	1395	COL4A1
chr13	110961282	110961311	30	*	X11190	1282	110801310	110959496	158187	-	1785	upstream	1785	COL4A1
chr13	111267426	111267545	120	*	X11201	55739	111267807	111292342	24536	+	261	upstream	261	NAXD
chr13	111364838	111365047	210	*	X11205	3621	111364970	111373421	8452	+	0	overlapStart	0	ING1
chr13	111365070	111365144	75	*	X11206	3621	111364970	111373421	8452	+	0	inside	99	ING1
chr13	111366420	111366569	150	*	X11208	79587	111293757	111365950	72194	-	469	upstream	469	CARS2
chr13	111366630	111366719	90	*	X11209	79587	111293757	111365950	72194	-	679	upstream	679	CARS2
chr13	111366885	111367094	210	*	X11210	79587	111293757	111365950	72194	-	934	upstream	934	CARS2
chr13	111367175	111367234	60	*	X11211	79587	111293757	111365950	72194	-	1224	upstream	1224	CARS2
chr13	111367320	111367439	120	*	X11212	79587	111293757	111365950	72194	-	1369	upstream	1369	CARS2
chr13	111522341	111522385	45	*	X11214	283487	111516334	111522655	6322	-	0	inside	269	LINC00346
chr13	111524426	111524504	79	*	X11215	283487	111516334	111522655	6322	-	1770	upstream	1770	LINC00346
chr13	111567507	111567671	165	*	X11217	55608	111530887	111567416	36530	-	90	upstream	90	ANKRD10
chr13	111567687	111568136	450	*	X11218	55608	111530887	111567416	36530	-	270	upstream	270	ANKRD10
chr13	111767383	111767472	90	*	X11219	8874	111767624	111958081	190458	+	151	upstream	151	ARHGEF7
chr13	113776543	113776647	105	*	X11242	2159	113777113	113803843	26731	+	465	upstream	465	F10
chr13	113863337	113863441	105	*	X11246	8451	113863086	113919392	56307	+	0	inside	250	CUL4A
chr13	113863337	113863441	105	*	X11246	55795	113831853	113863029	31177	-	307	upstream	307	PCID2
chr13	113863802	113863839	38	*	X11247	55795	113831853	113863029	31177	-	772	upstream	772	PCID2
chr13	113863895	113863996	102	*	X11248	55795	113831853	113863029	31177	-	865	upstream	865	PCID2
chr13	114018926	114019060	135	*	X11250	79774	113978505	114018463	39959	-	462	upstream	462	GRTP1
chr13	114144426	114144515	90	*	X11256	55002	114145308	114204544	59237	+	792	upstream	792	TMCO3
chr13	114144606	114144740	135	*	X11257	55002	114145308	114204544	59237	+	567	upstream	567	TMCO3
chr13	114144606	114144740	135	*	X11257	55208	114110134	114145023	34890	-	0	inside	282	DCUN1D2
chr13	114145584	114145853	270	*	X11258	55002	114145308	114204544	59237	+	0	inside	275	TMCO3
chr13	114145584	114145853	270	*	X11258	55208	114110134	114145023	34890	-	560	upstream	560	DCUN1D2
chr13	114238590	114238642	53	*	X11265	7027	114239003	114295788	56786	+	360	upstream	360	TFDP1
chr13	114462267	114462292	26	*	X11272	348013	114462216	114514899	52684	+	0	inside	50	TMEM255B
chr13	114565203	114565247	45	*	X11289	100506394	114567150	114569805	2656	+	1902	upstream	1902	GAS6-DT
chr13	114565818	114565892	75	*	X11290	100506394	114567150	114569805	2656	+	1257	upstream	1257	GAS6-DT
chr13	114565980	114566069	90	*	X11291	100506394	114567150	114569805	2656	+	1080	upstream	1080	GAS6-DT
chr13	114566448	114566507	60	*	X11292	100506394	114567150	114569805	2656	+	642	upstream	642	GAS6-DT
chr13	115000374	115000573	200	*	X11320	8881	115000362	115038150	37789	+	0	inside	11	CDC16
chr13	115000649	115000813	165	*	X11321	8881	115000362	115038150	37789	+	0	inside	286	CDC16
chr13	115047326	115047475	150	*	X11322	65110	115047059	115071291	24233	+	0	inside	266	UPF3A
chr14	20811053	20811127	75	*	X11323	10038	20811773	20826063	14291	+	645	upstream	645	PARP2
chr14	20929469	20929603	135	*	X11324	90809	20926012	20929637	3626	-	0	inside	33	PIP4P1
chr14	21150727	21150846	120	*	X11325	283	21152336	21162345	10010	+	1489	upstream	1489	ANG
chr14	21150727	21150846	120	*	X11325	6038	21152336	21168758	16423	+	1489	upstream	1489	RNASE4
chr14	21150982	21151131	150	*	X11326	283	21152336	21162345	10010	+	1204	upstream	1204	ANG
chr14	21150982	21151131	150	*	X11326	6038	21152336	21168758	16423	+	1204	upstream	1204	RNASE4
chr14	21457826	21457915	90	*	X11328	64745	21457965	21465194	7230	+	49	upstream	49	METTL17
chr14	21537335	21537514	180	*	X11330	55701	21538527	21558036	19510	+	1012	upstream	1012	ARHGEF40
